system:index,AOI_reduction_sample_count,aggregation_method,aggregation_mode,all_source_element_count,analysis_scale_description,analysis_scale_m,aoi_id,availability_status,coverage_method,daily_composite_count,footprint_metadata,is_valid_month,l3_grid_spacing_m,metadata_selected_source_element_count,month,month_of_year,pollutant,processing_branch,quality_description,reduction_crs,source_band,source_collection,source_element_count,source_selection_mode,support_count_max,support_count_mean,support_count_median,support_count_min,support_count_p10,support_count_p90,system_time_start,temporal_support_description,temporal_support_fraction_mean,temporal_support_mode,total_aoi_area_km2,total_aoi_area_m2,valid_area_fraction,valid_area_km2,valid_area_m2,valid_area_percent,year,.geo
1_1_1_1_1_0000000000000000001b,698,daily-first calendar-month mean,DAILY_FIRST,439,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,439,2019-10,10,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,439,PRODUCT_QUALITY_NOMINAL,16.0,12.662804734424682,12.000000000000004,11.0,12.000000000000004,14.000000000000004,1569888000000,valid calendar days contributing to the monthly daily-first composite,0.40847755990463513,VALID_DAYS,441.4874046016281,4.414874046016281E8,1.0,441.4874046016281,4.414874046016281E8,100.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_0000000000000000001c,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,439,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,439,2019-10,10,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,439,NATIVE_L3_INGESTION_QA,14.0,11.139170774137428,11.0,9.0,10.0,13.0,1569888000000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.4874046016281,4.414874046016281E8,1.0,441.4874046016281,4.414874046016281E8,100.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_0000000000000000001f,0,orbital-first calendar-month mean,ORBITAL_MONTHLY,424,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,NA_NO_VALID_FINAL_RASTER_DATA,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,0,1113.2,424,2019-11,11,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,424,NATIVE_L3_INGESTION_QA,0.0,0.0,0.0,0.0,0.0,0.0,1572566400000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.4874046016281,4.414874046016281E8,0.0,0.0,0.0,0.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_00000000000000000020,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,425,2019-11,11,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,425,NATIVE_L3_MASK,25.0,21.447885996937927,20.999999999999993,18.0,20.000000000000004,22.999999999999996,1572566400000,valid calendar days contributing to the monthly daily-first composite,0.7149295371463213,VALID_DAYS,441.4874046016281,4.414874046016281E8,1.0,441.4874046016281,4.414874046016281E8,100.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_0000000000000000001e,698,daily-first calendar-month mean,DAILY_FIRST,424,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,419,2019-11,11,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,419,PRODUCT_QUALITY_NOMINAL,16.0,13.553483099752675,13.999999999999998,11.0,12.0,14.999999999999995,1572566400000,valid calendar days contributing to the monthly daily-first composite,0.4517827730335428,VALID_DAYS,441.4874046016281,4.414874046016281E8,1.0,441.4874046016281,4.414874046016281E8,100.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_00000000000000000023,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,440,2019-12,12,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,440,NATIVE_L3_MASK,25.0,20.78523583794606,21.000000000000004,16.0,19.000000000000004,23.0,1575158400000,valid calendar days contributing to the monthly daily-first composite,0.6704914736310416,VALID_DAYS,441.4874046016281,4.414874046016281E8,1.0,441.4874046016281,4.414874046016281E8,100.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_00000000000000000021,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,440,2019-12,12,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,440,PRODUCT_QUALITY_NOMINAL,10.0,7.169245377458485,8.0,3.0,4.999999999999999,8.0,1575158400000,valid calendar days contributing to the monthly daily-first composite,0.23126597302575244,VALID_DAYS,441.4874046016281,4.414874046016281E8,1.0,441.4874046016281,4.414874046016281E8,100.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_00000000000000000022,0,orbital-first calendar-month mean,ORBITAL_MONTHLY,441,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,NA_NO_VALID_FINAL_RASTER_DATA,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,0,1113.2,441,2019-12,12,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,441,NATIVE_L3_INGESTION_QA,0.0,0.0,0.0,0.0,0.0,0.0,1575158400000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.4874046016281,4.414874046016281E8,0.0,0.0,0.0,0.0,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000000,698,daily-first calendar-month mean,DAILY_FIRST,439,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,436,2020-01,1,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,436,PRODUCT_QUALITY_NOMINAL,14.0,11.131389117889533,10.999999999999998,8.0,9.000000000000002,12.999999999999996,1577836800000,valid calendar days contributing to the monthly daily-first composite,0.3590770576176863,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000001,0,orbital-first calendar-month mean,ORBITAL_MONTHLY,440,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,NA_NO_VALID_FINAL_RASTER_DATA,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,0,1113.2,440,2020-01,1,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,440,NATIVE_L3_INGESTION_QA,0.0,0.0,0.0,0.0,0.0,0.0,1577836800000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,0.0,0.0,0.0,0.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000002,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,440,2020-01,1,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,440,NATIVE_L3_MASK,24.0,21.416139147332476,21.999999999999993,18.0,18.999999999999996,23.000000000000004,1577836800000,valid calendar days contributing to the monthly daily-first composite,0.690843192278065,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000005,698,daily-first calendar-month mean,DAILY_FIRST,409,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,29,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,409,2020-02,2,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,409,NATIVE_L3_MASK,19.0,16.183915322105758,16.0,12.0,13.999999999999991,18.0,1580515200000,valid calendar days contributing to the monthly daily-first composite,0.5580660400359582,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000004,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,409,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,409,2020-02,2,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,409,NATIVE_L3_INGESTION_QA,7.0,4.247318063206727,4.0,2.0,4.0,5.0,1580515200000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000003,698,daily-first calendar-month mean,DAILY_FIRST,407,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,29,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,407,2020-02,2,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,407,PRODUCT_QUALITY_NOMINAL,14.0,10.72903662701684,10.999999999999998,8.0,8.999999999999996,12.999999999999998,1580515200000,valid calendar days contributing to the monthly daily-first composite,0.36996678109611486,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000008,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,440,2020-03,3,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,440,NATIVE_L3_MASK,25.0,19.62890855022965,19.999999999999993,17.0,18.000000000000007,20.999999999999993,1583020800000,valid calendar days contributing to the monthly daily-first composite,0.6331905955537593,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000007,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,440,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,440,2020-03,3,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,440,NATIVE_L3_INGESTION_QA,35.0,30.76746883154538,31.0,28.0,29.0,33.0,1583020800000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000006,698,daily-first calendar-month mean,DAILY_FIRST,440,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,440,2020-03,3,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,440,PRODUCT_QUALITY_NOMINAL,22.0,19.33350017665764,19.0,18.0,18.0,20.999999999999996,1583020800000,valid calendar days contributing to the monthly daily-first composite,0.6236612935094333,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_00000000000000000009,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,425,2020-04,4,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,425,PRODUCT_QUALITY_NOMINAL,25.0,21.309658756330208,21.000000000000007,19.0,20.0,23.0,1585699200000,valid calendar days contributing to the monthly daily-first composite,0.7103219629742378,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0000000000000000000a,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,425,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,425,2020-04,4,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,425,NATIVE_L3_INGESTION_QA,39.0,36.77993621339519,37.0,33.0,35.0,38.0,1585699200000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0000000000000000000b,698,daily-first calendar-month mean,DAILY_FIRST,425,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,30,CO source footprint is coarser than the 1113.2 m Earth Engine L3 grid; 1113.2 m is not interpreted as independent native spatial resolution,1,1113.2,425,2020-04,4,CO,CO_DAILY_FIRST,Earth Engine L3 CO ingestion validity mask retained; no additional pixel QA filter,EPSG:4326,CO_column_number_density,COPERNICUS/S5P/OFFL/L3_CO,425,NATIVE_L3_MASK,28.0,24.177275939229776,24.000000000000014,20.0,22.0,26.00000000000001,1585699200000,valid calendar days contributing to the monthly daily-first composite,0.8059091947116367,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0000000000000000000c,698,daily-first calendar-month mean,DAILY_FIRST,438,Earth Engine L3 grid-scale AOI reduction,1113.2,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,31,TROPOMI footprint is coarser than the 1113.2 m Earth Engine L3 grid; not treated as independent 1.1 km observations,1,1113.2,438,2020-05,5,NO2,NO2_DAILY_FIRST_LEVEL1,PRODUCT_QUALITY = NOMINAL; native Earth Engine L3 NO2 validity screening retained,EPSG:4326,tropospheric_NO2_column_number_density,COPERNICUS/S5P/OFFL/L3_NO2,438,PRODUCT_QUALITY_NOMINAL,10.0,6.479043987751733,6.000000000000003,4.0,5.0,8.0,1588291200000,valid calendar days contributing to the monthly daily-first composite,0.2090014127310058,VALID_DAYS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_0000000000000000000d,33,orbital-first calendar-month mean,ORBITAL_MONTHLY,436,7000 m dissertation-compatible AOI analysis scale; not the native Earth Engine L3 pixel size,7000.0,AOI_KRYVYI_RIH,VALID,pixelArea masked by final monthly pollutant raster,,approximately footprint-scale S5P/TROPOMI support; Earth Engine L3 grid spacing remains 1113.2 m,1,1113.2,436,2020-05,5,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,native Earth Engine L3 SO2 ingestion QA retained; no additional qa_value or PRODUCT_QUALITY filter,EPSG:4326,SO2_column_number_density,COPERNICUS/S5P/OFFL/L3_SO2,436,NATIVE_L3_INGESTION_QA,21.0,17.978254566541025,18.0,15.0,16.0,20.0,1588291200000,per-pixel count of valid orbital L3 observations contributing to the monthly composite,,VALID_ORBITAL_OBSERVATIONS,441.48740460163515,4.4148740460163516E8,1.0,441.48740460163515,4.4148740460163516E8,100.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
